Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Occupation,Education_Level
51.0,Other,Employed,53,12.9,6.8,Average,3.3,54.0,8,High,Yes,High,HR Specialist,High School
55.0,Female,Student,41,11.8,7.7,Good,6.9,40.0,6,Moderate,No,High,Pilot,Bachelor
21.0,Other,Self-Employed,41,10.3,9.5,Excellent,1.0,49.0,4,Low,No,Low,Farmer,Master
51.0,Other,Employed,43,11.8,4.6,Poor,6.4,45.0,3,Low,No,Low,Pilot,Diploma
42.0,Male,Student,25,11.4,9.9,Excellent,9.9,22.0,1,Low,No,Low,Software Engineer,PhD
58.0,Other,Employed,38,8.2,4.7,Poor,8.6,53.0,8,Moderate,No,Moderate,Designer,Diploma
41.0,Female,Employed,65,12.0,4.5,Poor,3.0,42.0,7,High,Yes,High,Pilot,PhD
22.0,Male,Student,21,13.7,6.8,Average,0.6,49.0,4,Low,No,Low,Doctor,High School
38.0,Other,Unemployed,28,10.4,4.4,Poor,0.1,36.0,3,Moderate,No,Moderate,Teacher,High School
29.0,Male,Self-Employed,35,14.0,9.2,Excellent,5.2,50.0,4,Low,No,Low,Police Officer,PhD
43.0,Female,Employed,54,8.4,7.2,Good,4.5,41.0,7,Moderate,No,Moderate,Student,PhD
50.0,Other,Self-Employed,36,5.4,7.9,Good,3.8,14.0,4,Low,No,Low,Sales Executive,Bachelor
55.0,Other,Unemployed,35,8.1,4.8,Poor,3.7,25.0,2,Moderate,No,Moderate,Business Owner,Bachelor
38.0,Female,Employed,42,5.6,9.5,Excellent,7.6,29.0,0,Low,No,Low,Data Scientist,Master
38.0,Female,Self-Employed,61,12.8,7.2,Good,9.0,18.0,0,Moderate,No,High,Farmer,High School
51.0,Other,Student,22,12.6,4.6,Poor,8.9,16.0,3,Low,No,Low,Business Owner,Bachelor
47.0,Female,Employed,58,11.6,4.8,Poor,0.7,48.0,0,Moderate,No,Moderate,Marketing Manager,Bachelor
46.0,Other,Student,63,5.8,9.6,Excellent,7.9,30.0,7,Moderate,No,High,Doctor,Bachelor
20.0,Other,Unemployed,52,11.5,8.6,Good,0.2,50.0,0,Moderate,No,Low,Farmer,Master
20.0,Male,Unemployed,53,2.6,7.6,Good,4.0,34.0,5,Low,No,Low,Lawyer,PhD
33.0,Female,Self-Employed,31,5.5,4.7,Poor,9.6,21.0,8,Low,No,Low,Teacher,Bachelor
59.0,Male,Employed,26,2.4,8.3,Good,2.3,5.0,4,Low,No,Low,Civil Engineer,Diploma
27.0,Male,Employed,21,8.2,5.0,Average,9.3,9.0,3,Low,No,Low,Business Owner,PhD
42.0,Other,Self-Employed,29,2.7,8.6,Good,1.3,50.0,2,Low,No,Low,Software Engineer,High School
21.0,Female,Student,60,11.3,7.2,Good,0.4,46.0,0,Moderate,No,Moderate,Farmer,Diploma
32.0,Male,Employed,51,5.4,7.0,Good,5.0,15.0,7,Moderate,No,Moderate,Farmer,High School
37.0,Other,Student,38,11.6,9.6,Excellent,7.1,30.0,8,Moderate,No,Low,Software Engineer,PhD
25.0,Male,Unemployed,27,9.9,7.9,Good,1.0,21.0,3,Low,No,Low,Data Scientist,High School
32.0,Male,Student,64,7.1,8.2,Good,8.4,59.0,1,Low,No,Low,Accountant,Master
32.0,Female,Employed,67,4.2,4.7,Poor,5.5,38.0,2,Moderate,No,High,Student,PhD
54.0,Other,Student,69,11.1,8.4,Good,1.6,31.0,4,Moderate,No,Moderate,Freelancer,Diploma
44.0,Female,Unemployed,51,12.3,4.7,Poor,5.6,24.0,1,High,Yes,High,Marketing Manager,High School
41.0,Female,Unemployed,30,7.2,9.4,Excellent,2.8,32.0,4,Low,No,Low,Teacher,Master
57.0,Other,Employed,42,6.7,6.9,Average,9.3,19.0,7,Moderate,No,Low,Software Engineer,PhD
23.0,Female,Employed,42,2.7,6.7,Average,5.1,4.0,6,Low,No,Low,Software Engineer,Diploma
57.0,Female,Unemployed,44,6.5,8.1,Good,9.8,16.0,4,Moderate,No,Low,Chef,PhD
39.0,Other,Unemployed,64,3.2,5.6,Average,9.2,6.0,2,Moderate,No,Moderate,Sales Executive,PhD
33.0,Male,Unemployed,39,8.1,6.3,Average,2.4,40.0,2,Low,No,Low,Student,High School
43.0,Other,Employed,46,2.8,4.0,Poor,2.3,43.0,8,Moderate,No,High,Teacher,Bachelor
33.0,Male,Student,49,11.5,9.3,Excellent,7.9,32.0,5,Low,No,Low,Teacher,Master
34.0,Female,Student,56,9.5,7.2,Good,4.8,21.0,6,Moderate,No,Moderate,Nurse,Master
50.0,Male,Employed,48,2.0,8.9,Good,6.5,3.0,6,Low,No,Low,Designer,Bachelor
19.0,Male,Student,35,12.4,7.5,Good,1.0,28.0,6,Moderate,No,Moderate,Police Officer,Bachelor
40.0,Female,Unemployed,25,7.8,7.0,Poor,4.8,11.0,2,Low,No,Low,HR Specialist,High School
36.0,Female,Employed,44,9.6,7.8,Good,6.4,19.0,4,Moderate,No,Low,Farmer,High School
64.0,Other,Self-Employed,38,8.0,6.4,Average,1.4,23.0,4,Moderate,No,Moderate,Lawyer,High School
20.0,Male,Employed,67,11.0,5.2,Average,0.8,20.0,7,High,Yes,High,HR Specialist,PhD
39.0,Female,Unemployed,21,5.6,9.0,Excellent,8.5,14.0,2,Low,No,Low,Farmer,Bachelor
18.0,Other,Employed,28,11.2,6.5,Average,9.3,60.0,7,Low,No,Low,Farmer,Master
30.0,Other,Unemployed,61,12.2,5.5,Average,6.3,34.0,4,Moderate,No,Moderate,Designer,Bachelor
22.0,Male,Employed,50,2.6,7.3,Good,7.7,22.0,7,Moderate,No,Moderate,Nurse,Bachelor
61.0,Male,Unemployed,31,13.4,5.0,Average,4.2,26.0,2,Moderate,No,High,Software Engineer,Diploma
21.0,Female,Unemployed,51,4.3,5.7,Average,6.2,34.0,3,Moderate,No,Low,Marketing Manager,PhD
59.0,Other,Unemployed,20,10.1,5.1,Average,2.2,3.0,6,Moderate,No,Moderate,Accountant,Diploma
48.0,Male,Unemployed,36,7.3,8.4,Good,1.1,29.0,4,Moderate,No,Low,Marketing Manager,Bachelor
49.0,Male,Unemployed,21,4.2,10.0,Excellent,4.9,14.0,3,Low,No,Low,Doctor,Master
50.0,Male,Student,62,11.2,4.1,Poor,7.7,43.0,1,Moderate,No,Moderate,Farmer,Master
18.0,Female,Unemployed,37,11.5,5.3,Average,3.6,25.0,0,Moderate,No,Moderate,Business Owner,Diploma
63.0,Female,Employed,43,6.8,6.0,Average,3.7,19.0,7,Moderate,No,Moderate,Police Officer,Diploma
29.0,Female,Employed,53,8.1,7.3,Good,7.4,47.0,0,Low,No,Low,Researcher,Master
35.0,Other,Student,44,2.9,9.8,Excellent,1.5,42.0,7,Low,No,Low,Student,High School
26.0,Other,Self-Employed,46,7.3,9.0,Excellent,7.6,14.0,0,Low,No,Low,Doctor,PhD
45.0,Male,Unemployed,65,12.8,7.8,Good,3.7,20.0,0,High,Yes,High,Accountant,PhD
20.0,Female,Unemployed,33,11.4,6.7,Average,8.4,36.0,4,Low,No,Low,Freelancer,PhD
47.0,Female,Student,48,2.0,7.4,Good,3.7,37.0,0,Low,No,Low,Teacher,Master
48.0,Male,Employed,54,2.3,8.1,Good,3.3,35.0,1,Low,No,Low,Doctor,PhD
60.0,Other,Self-Employed,61,8.7,9.1,Excellent,3.3,46.0,6,Moderate,No,Moderate,Chef,Diploma
45.0,Male,Unemployed,39,8.7,7.6,Good,7.9,59.0,8,Low,No,Low,Software Engineer,Diploma
37.0,Other,Self-Employed,31,8.2,5.4,Average,0.5,30.0,8,Low,No,Low,Marketing Manager,PhD
50.0,Female,Employed,68,8.3,6.9,Average,5.5,40.0,7,High,Yes,High,Researcher,Master
34.0,Male,Employed,57,10.9,6.5,Average,6.3,1.0,8,High,Yes,High,Civil Engineer,High School
65.0,Other,Student,63,3.9,7.1,Good,4.8,30.0,8,High,Yes,High,Chef,High School
54.0,Male,Unemployed,52,7.2,8.2,Good,5.9,34.0,3,Low,No,Low,Civil Engineer,PhD
40.0,Female,Self-Employed,60,11.4,7.1,Good,7.0,44.0,8,High,Yes,High,Business Owner,High School
63.0,Female,Student,22,9.3,5.8,Average,4.5,25.0,2,Low,No,Low,Police Officer,PhD
35.0,Male,Student,26,6.2,8.2,Good,6.9,6.0,1,Low,No,Low,Sales Executive,Master
27.0,Other,Unemployed,69,9.6,4.9,Poor,6.8,10.0,6,High,Yes,High,Doctor,Master
28.0,Male,Student,66,7.5,4.9,Poor,0.3,52.0,2,High,Yes,High,Designer,Master
60.0,Male,Self-Employed,23,7.6,6.6,Average,1.6,5.0,2,Low,No,Moderate,Farmer,PhD
20.0,Male,Student,61,4.4,8.3,Good,5.2,39.0,0,Low,No,Low,Nurse,High School
59.0,Other,Unemployed,35,7.4,5.4,Average,2.2,20.0,1,Low,No,Low,Software Engineer,Diploma
65.0,Female,Employed,35,11.5,6.2,Average,9.1,27.0,0,Low,No,Low,Accountant,PhD
34.0,Male,Unemployed,56,9.7,8.5,Good,6.5,51.0,5,Low,No,Moderate,Student,Diploma
59.0,Male,Employed,20,9.5,5.9,Average,6.5,60.0,8,Low,No,Low,HR Specialist,PhD
29.0,Other,Self-Employed,68,10.0,4.2,Poor,8.6,55.0,2,High,Yes,High,Pilot,Diploma
18.0,Other,Self-Employed,62,2.3,5.3,Average,4.4,10.0,6,High,Yes,High,Freelancer,PhD
62.0,Female,Student,29,9.4,7.3,Good,8.5,11.0,2,Low,No,Low,Accountant,Bachelor
26.0,Male,Unemployed,60,9.5,8.9,Good,5.3,54.0,0,Low,No,Low,Nurse,Diploma
20.0,Male,Employed,45,12.1,5.2,Average,7.9,36.0,5,Moderate,No,Moderate,Pilot,Master
52.0,Male,Unemployed,38,5.8,9.2,Excellent,4.6,52.0,5,Low,No,Low,Lawyer,Master
40.0,Female,Self-Employed,31,9.2,4.6,Poor,0.0,26.0,0,Low,No,Low,Researcher,Bachelor
31.0,Male,Employed,37,5.9,6.1,Average,0.6,57.0,7,Moderate,No,Moderate,Freelancer,Bachelor
46.0,Other,Employed,35,6.9,9.8,Excellent,0.4,12.0,4,Low,No,Low,Researcher,High School
62.0,Other,Employed,26,9.1,4.3,Poor,6.9,27.0,2,Low,No,Low,Pilot,Diploma
62.0,Male,Student,34,10.5,5.5,Average,5.0,45.0,0,Low,No,Low,Software Engineer,Diploma
41.0,Other,Employed,53,8.3,7.6,Good,3.1,10.0,3,High,No,High,Teacher,Master
50.0,Male,Employed,68,3.7,9.0,Excellent,1.9,57.0,4,Low,No,Low,Nurse,PhD
21.0,Male,Student,48,3.9,8.6,Good,9.3,55.0,3,Low,No,Low,Freelancer,Bachelor
43.0,Male,Student,29,5.7,7.6,Good,2.4,48.0,4,Low,No,Low,Doctor,Diploma
33.0,Female,Employed,56,10.7,6.7,Average,6.7,52.0,4,Moderate,No,High,Farmer,Diploma
39.0,Other,Unemployed,70,10.9,4.6,Poor,4.0,29.0,8,High,Yes,High,Software Engineer,PhD
28.0,Other,Employed,67,2.9,5.2,Average,0.2,2.0,4,Moderate,No,High,Data Scientist,High School
39.0,Female,Employed,32,7.8,5.7,Average,9.3,30.0,8,Low,No,Moderate,Lawyer,PhD
27.0,Female,Student,67,2.1,7.1,Good,0.2,54.0,4,Moderate,No,High,Business Owner,Bachelor
63.0,Male,Employed,54,14.0,6.2,Average,3.4,49.0,0,Moderate,No,Low,Accountant,Bachelor
19.0,Female,Employed,38,7.3,10.0,Excellent,8.0,1.0,5,Low,No,Low,Civil Engineer,Bachelor
53.0,Female,Unemployed,29,6.7,8.2,Good,9.6,35.0,6,Low,No,Low,Civil Engineer,PhD
43.0,Other,Self-Employed,68,7.1,6.7,Average,0.3,50.0,0,Moderate,No,Low,Police Officer,Diploma
53.0,Female,Employed,39,13.3,8.8,Good,4.3,9.0,2,Moderate,No,High,Chef,High School
31.0,Other,Student,48,9.1,4.1,Poor,6.4,42.0,7,Moderate,No,Moderate,Teacher,Master
42.0,Male,Self-Employed,30,3.1,8.1,Good,5.2,52.0,0,Low,No,Low,Civil Engineer,Diploma
61.0,Female,Unemployed,70,7.6,7.7,Good,3.2,30.0,1,Moderate,No,Moderate,Farmer,Diploma
23.0,Male,Unemployed,70,7.6,8.0,Good,6.8,22.0,3,High,Yes,High,Chef,PhD
39.0,Male,Self-Employed,41,2.9,5.7,Average,4.2,53.0,0,Low,No,Low,Doctor,Diploma
60.0,Male,Self-Employed,54,7.7,4.6,Poor,5.8,37.0,3,Moderate,No,Moderate,Civil Engineer,PhD
63.0,Female,Employed,41,11.4,8.5,Good,6.4,4.0,4,Moderate,No,Moderate,Lawyer,High School
46.0,Male,Self-Employed,49,5.4,7.2,Good,7.2,21.0,7,Moderate,No,Moderate,Doctor,Diploma
27.0,Male,Self-Employed,44,13.9,5.2,Average,1.8,58.0,0,Moderate,No,Low,Sales Executive,PhD
55.0,Other,Student,63,10.6,9.6,Excellent,1.6,29.0,5,High,Yes,High,Accountant,High School
18.0,Male,Employed,30,12.0,4.6,Poor,6.0,13.0,1,Moderate,No,Moderate,HR Specialist,Bachelor
63.0,Female,Student,46,10.1,8.9,Good,3.3,6.0,6,Moderate,No,High,Software Engineer,Bachelor
20.0,Male,Self-Employed,38,4.7,8.1,Good,4.1,32.0,8,Moderate,No,Low,Lawyer,Master
56.0,Female,Student,28,8.3,8.1,Good,2.3,6.0,2,Low,No,Low,Pilot,Bachelor
21.0,Female,Employed,33,12.7,9.2,Excellent,0.8,49.0,4,Low,No,Low,Civil Engineer,High School
55.0,Male,Self-Employed,51,12.1,4.5,Poor,9.4,30.0,5,Moderate,No,High,Pilot,PhD
20.0,Female,Student,62,11.4,7.3,Good,7.5,30.0,6,High,Yes,High,Software Engineer,PhD
34.0,Other,Unemployed,66,6.1,9.9,Excellent,9.6,29.0,4,Moderate,No,Low,Researcher,Diploma
57.0,Female,Student,26,8.8,9.4,Excellent,5.8,33.0,8,Low,No,Low,Marketing Manager,PhD
60.0,Female,Employed,37,2.6,4.3,Poor,0.3,10.0,2,Low,No,Low,Teacher,Diploma
62.0,Male,Self-Employed,65,2.1,7.8,Good,5.6,26.0,5,Moderate,No,Low,Civil Engineer,High School
49.0,Female,Employed,39,5.9,8.6,Good,4.0,1.0,4,Moderate,No,Low,Doctor,Bachelor
21.0,Other,Self-Employed,35,6.2,8.7,Good,5.0,41.0,7,Low,No,Low,Student,Bachelor
35.0,Other,Employed,51,2.3,7.5,Good,9.2,43.0,8,Low,No,Moderate,Farmer,Master
40.0,Other,Employed,26,6.2,4.9,Poor,4.8,41.0,1,Low,No,Low,HR Specialist,PhD
30.0,Female,Employed,54,9.7,4.4,Poor,5.5,28.0,4,High,Yes,High,Marketing Manager,PhD
55.0,Female,Self-Employed,37,9.6,8.6,Good,4.0,30.0,2,Low,No,Low,Student,High School
52.0,Female,Employed,38,7.4,7.7,Good,5.6,33.0,8,Low,No,Low,Software Engineer,High School
56.0,Female,Self-Employed,61,6.0,7.5,Good,6.3,3.0,6,Moderate,No,High,Designer,High School
61.0,Male,Student,66,13.5,9.3,Excellent,1.9,24.0,6,High,Yes,High,Data Scientist,Master
47.0,Other,Self-Employed,39,5.6,4.8,Poor,9.0,44.0,3,Low,No,Low,Accountant,Bachelor
32.0,Male,Student,68,10.0,7.5,Good,7.9,40.0,1,Moderate,No,Moderate,Software Engineer,Master
21.0,Other,Student,62,11.7,6.5,Average,3.4,47.0,3,Moderate,No,Moderate,Designer,PhD
29.0,Female,Employed,56,9.8,5.5,Average,6.1,17.0,0,High,No,High,HR Specialist,Master
46.0,Other,Employed,26,3.7,5.2,Average,0.2,59.0,8,Moderate,No,Low,Marketing Manager,Diploma
58.0,Male,Student,46,4.3,6.0,Average,0.9,48.0,5,Low,No,Low,Marketing Manager,Master
33.0,Other,Self-Employed,20,7.5,8.6,Good,1.6,52.0,5,Low,No,Low,Data Scientist,PhD
53.0,Male,Self-Employed,61,13.7,7.0,Good,3.5,60.0,3,Moderate,No,Moderate,Teacher,Bachelor
61.0,Male,Unemployed,64,8.3,8.4,Good,7.1,50.0,2,Moderate,No,Moderate,Designer,Bachelor
44.0,Male,Self-Employed,53,6.5,6.0,Average,8.3,48.0,1,Low,No,Low,Lawyer,Master
59.0,Other,Employed,54,6.5,9.3,Excellent,4.4,56.0,2,Moderate,No,Low,Police Officer,Master
45.0,Other,Unemployed,38,5.7,7.2,Good,3.4,16.0,8,Moderate,No,Moderate,Marketing Manager,Bachelor
38.0,Other,Unemployed,53,8.4,8.9,Good,4.2,28.0,1,Moderate,No,Moderate,Chef,Diploma
33.0,Other,Unemployed,61,11.2,7.2,Good,6.8,51.0,6,Moderate,No,High,Freelancer,Diploma
46.0,Female,Self-Employed,28,12.3,5.3,Average,3.1,30.0,0,Low,No,Low,Chef,Bachelor
54.0,Male,Unemployed,29,12.8,9.9,Excellent,8.3,43.0,8,Low,No,Low,Software Engineer,Master
63.0,Other,Employed,66,3.6,8.1,Good,3.7,56.0,3,Moderate,No,Low,Doctor,Master
36.0,Female,Self-Employed,35,6.9,6.7,Average,1.9,8.0,1,Low,No,Low,Researcher,Bachelor
44.0,Male,Employed,42,13.7,5.3,Average,4.9,7.0,2,Moderate,No,High,Data Scientist,PhD
25.0,Other,Unemployed,32,7.5,7.1,Good,6.6,13.0,7,Moderate,No,Moderate,Police Officer,Master
54.0,Female,Employed,21,11.9,6.9,Average,7.6,26.0,6,Moderate,No,Moderate,Police Officer,Bachelor
49.0,Other,Employed,24,14.0,7.9,Good,2.7,26.0,0,Low,No,Low,Civil Engineer,Bachelor
30.0,Other,Employed,53,2.4,9.4,Excellent,7.1,29.0,7,Low,No,Low,Designer,High School
52.0,Male,Student,51,12.0,4.8,Poor,9.8,18.0,0,High,No,Moderate,Software Engineer,Bachelor
40.0,Other,Self-Employed,22,2.8,6.7,Average,0.8,28.0,4,Low,No,Low,Police Officer,Bachelor
43.0,Other,Employed,68,7.9,5.9,Average,5.0,23.0,0,High,Yes,High,Doctor,High School
20.0,Female,Self-Employed,49,6.5,5.7,Average,4.1,10.0,2,Moderate,No,Moderate,Data Scientist,Master
27.0,Female,Unemployed,31,11.4,7.6,Good,4.3,39.0,4,Low,No,Low,Civil Engineer,Master
48.0,Other,Self-Employed,36,13.7,7.0,Good,3.6,47.0,6,Moderate,No,Low,Civil Engineer,Bachelor
42.0,Female,Self-Employed,25,12.6,8.1,Good,4.1,54.0,5,Low,No,Low,Designer,Master
25.0,Female,Unemployed,53,8.3,8.4,Good,6.1,21.0,8,Moderate,No,Low,Software Engineer,Diploma
22.0,Female,Student,26,12.0,4.7,Poor,8.3,46.0,7,Low,No,Low,Lawyer,Diploma
40.0,Female,Student,50,12.9,7.3,Good,7.9,17.0,8,High,Yes,High,Nurse,Diploma
19.0,Other,Unemployed,50,11.2,7.8,Good,0.3,31.0,7,High,Yes,High,Software Engineer,Bachelor
33.0,Other,Unemployed,34,13.8,4.4,Poor,7.5,37.0,7,Moderate,No,High,Farmer,Bachelor
63.0,Male,Unemployed,35,10.8,8.9,Good,8.5,18.0,7,Low,No,Low,Lawyer,Master
36.0,Other,Self-Employed,23,2.7,9.8,Excellent,0.6,45.0,5,Low,No,Low,Data Scientist,Diploma
55.0,Other,Self-Employed,61,13.6,7.6,Good,0.3,4.0,1,High,Yes,High,Pilot,Bachelor
26.0,Male,Unemployed,65,10.6,7.3,Good,6.9,25.0,2,Moderate,No,Moderate,Nurse,Diploma
19.0,Male,Employed,34,4.1,7.1,Good,5.5,57.0,6,Low,No,Low,Farmer,PhD
58.0,Other,Student,22,11.8,8.3,Good,5.5,31.0,2,Low,No,Low,Teacher,Bachelor
30.0,Other,Self-Employed,33,3.6,7.0,Good,8.6,8.0,5,Low,No,Low,Doctor,High School
53.0,Female,Student,68,4.6,6.6,Average,1.1,4.0,6,High,Yes,High,Teacher,High School
48.0,Male,Self-Employed,56,3.6,5.2,Average,3.1,33.0,7,High,Yes,High,Farmer,Bachelor
43.0,Male,Student,35,5.3,9.1,Excellent,5.1,21.0,3,Low,No,Low,Accountant,Master
29.0,Female,Self-Employed,38,4.9,4.1,Poor,8.9,53.0,1,Low,No,Low,Marketing Manager,Master
22.0,Female,Self-Employed,38,5.7,6.3,Average,6.6,11.0,4,Low,No,Low,Civil Engineer,High School
18.0,Other,Student,32,6.2,7.0,Excellent,3.4,55.0,8,Low,No,Low,Business Owner,Master
30.0,Female,Unemployed,64,11.0,7.0,Good,3.6,26.0,0,High,Yes,High,Designer,Master
48.0,Female,Unemployed,62,9.9,5.3,Average,1.3,38.0,4,Moderate,No,Moderate,HR Specialist,Diploma
46.0,Other,Employed,65,3.7,8.1,Good,6.8,28.0,8,Moderate,No,Moderate,Freelancer,Bachelor
59.0,Female,Self-Employed,45,2.8,9.7,Excellent,3.5,3.0,7,Moderate,No,Moderate,Software Engineer,Bachelor
54.0,Other,Self-Employed,52,4.4,4.5,Poor,4.6,1.0,8,Moderate,No,Moderate,Teacher,PhD
19.0,Female,Unemployed,35,11.1,9.7,Excellent,4.9,57.0,2,Low,No,Low,Sales Executive,High School
65.0,Male,Student,58,5.4,5.7,Average,7.3,32.0,7,Moderate,No,Moderate,Nurse,Master
18.0,Other,Unemployed,57,8.1,7.3,Good,5.9,40.0,3,Low,No,Low,Teacher,PhD
32.0,Other,Unemployed,58,13.2,6.9,Average,7.3,38.0,7,High,Yes,High,HR Specialist,Master
49.0,Male,Employed,56,7.8,6.3,Average,6.8,45.0,2,Low,No,Low,Police Officer,Master
18.0,Male,Student,59,4.7,9.5,Excellent,9.3,28.0,7,Moderate,No,Low,Researcher,PhD
18.0,Female,Employed,39,7.9,5.1,Average,0.0,50.0,5,Moderate,No,Moderate,Freelancer,Diploma
53.0,Female,Employed,37,2.3,7.9,Good,6.3,23.0,1,Low,No,Low,Doctor,Bachelor
29.0,Male,Self-Employed,60,7.4,4.9,Poor,4.1,48.0,7,High,Yes,Moderate,Sales Executive,Diploma
45.0,Female,Self-Employed,49,12.4,5.4,Average,1.7,11.0,8,High,Yes,High,Chef,PhD
51.0,Female,Employed,45,5.9,4.8,Poor,1.3,9.0,5,Moderate,No,Moderate,Sales Executive,Diploma
47.0,Female,Self-Employed,38,12.4,4.7,Poor,2.4,11.0,6,High,Yes,High,Designer,Bachelor
36.0,Female,Unemployed,38,13.2,6.5,Average,0.5,39.0,5,Moderate,No,Moderate,Business Owner,High School
41.0,Female,Employed,38,9.1,6.2,Average,2.9,9.0,0,Low,No,Low,Doctor,High School
24.0,Female,Student,28,5.4,9.4,Excellent,7.3,21.0,7,Low,No,Low,Police Officer,Master
35.0,Female,Self-Employed,35,9.7,6.3,Average,7.8,33.0,2,Moderate,No,Moderate,Freelancer,PhD
56.0,Female,Unemployed,46,9.6,6.2,Average,6.1,36.0,1,Low,No,Low,Accountant,High School
25.0,Male,Student,67,4.8,6.3,Average,3.1,32.0,7,High,Yes,High,Doctor,Master
47.0,Male,Employed,58,8.2,9.2,Excellent,0.3,17.0,8,Moderate,No,Moderate,Doctor,High School
30.0,Male,Employed,38,3.2,8.7,Good,8.3,57.0,2,Low,No,Low,Chef,High School
23.0,Other,Student,65,3.2,7.5,Good,9.8,35.0,1,Moderate,No,Low,Police Officer,Master
59.0,Other,Self-Employed,32,7.1,6.7,Average,5.0,30.0,6,Moderate,No,Moderate,Freelancer,High School
35.0,Other,Student,24,13.2,5.7,Average,6.8,17.0,6,Moderate,No,Moderate,Teacher,PhD
52.0,Male,Unemployed,55,10.5,9.1,Excellent,9.7,0.0,4,Moderate,No,Moderate,Software Engineer,Diploma
32.0,Male,Employed,63,12.9,7.4,Good,7.0,52.0,4,Moderate,No,Moderate,Police Officer,Master
22.0,Female,Student,65,8.2,6.0,Average,5.5,32.0,6,Moderate,No,High,Chef,Diploma
63.0,Male,Unemployed,51,6.3,9.6,Excellent,7.2,16.0,8,Moderate,No,Moderate,Pilot,Bachelor
33.0,Female,Self-Employed,29,13.5,5.8,Average,1.3,13.0,6,Moderate,No,Moderate,Farmer,High School
41.0,Other,Student,66,12.3,7.0,Good,0.6,28.0,5,High,Yes,High,Marketing Manager,High School
45.0,Other,Student,68,9.2,4.6,Poor,8.4,32.0,8,High,Yes,High,Civil Engineer,Diploma
22.0,Other,Self-Employed,59,10.8,7.0,Average,4.1,37.0,7,Moderate,No,Moderate,Freelancer,PhD
41.0,Other,Student,27,2.1,5.8,Average,0.4,6.0,7,Moderate,No,Moderate,Accountant,PhD
23.0,Female,Student,26,6.4,4.4,Poor,5.0,21.0,3,Moderate,No,Moderate,Sales Executive,Diploma
55.0,Female,Self-Employed,36,11.7,5.2,Average,1.2,35.0,8,High,Yes,High,Accountant,Master
34.0,Male,Student,47,4.7,6.1,Average,6.5,57.0,1,Low,No,Low,Police Officer,PhD
63.0,Female,Employed,61,4.9,7.7,Good,4.2,9.0,5,High,Yes,High,Civil Engineer,Diploma
58.0,Female,Employed,37,11.0,6.3,Average,9.8,30.0,4,Low,No,Moderate,Designer,Diploma
21.0,Other,Student,38,12.5,5.9,Average,2.4,42.0,3,Moderate,No,Moderate,Accountant,PhD
29.0,Female,Student,42,4.6,5.0,Average,0.7,27.0,1,Moderate,No,Moderate,Farmer,Bachelor
54.0,Female,Employed,46,2.7,9.1,Excellent,7.5,23.0,2,Low,No,Low,Nurse,PhD
33.0,Male,Employed,52,3.3,9.2,Excellent,6.4,56.0,3,Low,No,Low,Freelancer,PhD
57.0,Female,Self-Employed,49,2.4,7.8,Good,7.5,10.0,8,Moderate,No,Low,Data Scientist,High School
27.0,Female,Employed,21,8.9,9.3,Excellent,0.2,23.0,5,Low,No,Low,Data Scientist,High School
41.0,Other,Student,24,8.3,4.8,Poor,2.9,21.0,2,Low,No,Low,Pilot,Master
45.0,Other,Unemployed,28,9.2,6.9,Average,1.2,13.0,5,Low,No,Low,Nurse,Bachelor
46.0,Female,Self-Employed,67,13.6,9.6,Excellent,6.9,50.0,2,Moderate,No,Moderate,Marketing Manager,High School
43.0,Other,Student,28,13.0,5.2,Average,7.1,27.0,8,Low,No,Low,Civil Engineer,Diploma
28.0,Male,Self-Employed,65,7.6,9.9,Excellent,4.7,10.0,2,Moderate,No,Moderate,Data Scientist,High School
55.0,Male,Student,32,6.7,5.5,Average,0.8,38.0,8,Low,No,Low,Freelancer,Diploma
56.0,Other,Employed,35,6.1,8.6,Good,6.8,29.0,6,Low,No,Low,Doctor,Diploma
28.0,Other,Employed,51,14.0,5.3,Average,9.9,29.0,2,Moderate,No,High,HR Specialist,PhD
38.0,Female,Self-Employed,29,6.2,9.7,Excellent,0.8,22.0,5,Low,No,Low,Chef,PhD
64.0,Other,Self-Employed,54,9.0,4.0,Poor,3.3,8.0,3,High,Yes,High,Designer,Master
40.0,Female,Student,33,9.4,8.9,Good,4.6,45.0,5,Moderate,No,Low,Researcher,PhD
22.0,Female,Self-Employed,34,5.4,9.4,Excellent,2.8,30.0,7,Low,No,Low,Farmer,PhD
24.0,Female,Employed,23,4.2,4.6,Poor,2.3,13.0,4,Low,No,Low,Nurse,PhD
65.0,Other,Employed,44,9.9,8.8,Good,10.0,31.0,1,Low,No,Moderate,Freelancer,Master
62.0,Male,Employed,21,12.3,4.9,Poor,0.5,11.0,5,Moderate,No,Low,Nurse,High School
58.0,Male,Self-Employed,51,3.8,7.9,Good,0.9,18.0,7,Moderate,No,Moderate,Chef,Diploma
37.0,Female,Self-Employed,59,8.0,9.6,Excellent,1.5,26.0,8,Moderate,No,Moderate,Chef,Diploma
31.0,Female,Employed,51,6.4,6.6,Average,8.3,12.0,2,Moderate,No,Moderate,HR Specialist,PhD
