Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Burnout_Score,Productivity_Score,Mental_Health_Status
24.0,Male,Unemployed,47,11.0,8.8,Good,1.4,55.0,5,Low,No,Moderate,45,57.0,Needs Attention
48.0,Male,Self-Employed,60,10.5,5.2,Average,3.2,,2,Moderate,No,Moderate,46,41.0,Needs Attention
28.0,Male,Employed,43,5.4,8.4,Good,4.7,22.0,8,Low,No,Low,37,86.0,Healthy
65.0,Female,Self-Employed,50,2.3,7.0,Good,4.2,42.0,3,Low,No,Low,12,,Healthy
65.0,Other,Self-Employed,41,5.3,4.4,Poor,7.3,20.0,7,Moderate,No,High,69,33.0,Critical
18.0,Male,Unemployed,55,7.8,7.7,Good,6.3,55.0,6,Moderate,No,High,65,,Critical
23.0,Male,Self-Employed,20,,8.1,Good,0.7,52.0,4,Low,No,Low,29,81.0,Healthy
49.0,Female,Self-Employed,43,13.2,9.0,Excellent,2.0,26.0,7,Moderate,No,Moderate,40,65.0,Needs Attention
22.0,Male,Student,57,5.7,7.6,Good,8.6,30.0,5,Low,No,Low,25,75.0,Healthy
32.0,Male,Student,20,6.5,7.7,Good,8.6,6.0,4,Low,No,Low,10,94.0,Healthy
59.0,Other,Unemployed,65,10.1,4.4,Poor,8.0,25.0,5,High,Yes,High,100,19.0,Critical
43.0,Female,Self-Employed,29,6.8,9.5,Excellent,3.5,3.0,1,Low,No,Low,29,87.0,Healthy
33.0,Other,Unemployed,41,10.2,9.2,Excellent,7.6,40.0,8,Moderate,No,Low,21,72.0,Healthy
37.0,Male,Unemployed,47,6.9,8.8,Good,4.7,27.0,1,Moderate,No,Moderate,44,61.0,Needs Attention
20.0,Female,Self-Employed,20,5.0,9.5,Excellent,0.4,2.0,4,Low,No,Low,0,100.0,Healthy
48.0,Other,Student,69,9.9,7.4,Good,,10.0,3,Moderate,No,Moderate,48,47.0,Needs Attention
58.0,Male,Employed,50,7.3,9.2,Excellent,2.6,44.0,5,Moderate,No,Low,22,55.0,Healthy
53.0,Male,Self-Employed,22,3.4,5.6,Average,1.4,25.0,1,Low,No,Low,8,86.0,Healthy
48.0,Male,Unemployed,30,,6.4,Average,8.4,15.0,8,Low,No,Low,37,78.0,Healthy
44.0,Male,Employed,21,8.0,9.6,Excellent,0.7,12.0,6,Low,No,Low,8,77.0,Healthy
30.0,Other,Employed,40,12.4,4.0,Poor,1.2,26.0,5,Moderate,No,Moderate,61,42.0,Needs Attention
45.0,Male,Student,53,2.3,7.9,Good,5.6,42.0,0,Low,No,Low,16,100.0,Healthy
45.0,Female,Self-Employed,67,5.8,9.1,Excellent,0.7,27.0,4,High,Yes,High,68,24.0,Critical
44.0,Male,Student,69,2.3,7.3,Good,0.2,2.0,2,High,Yes,High,74,22.0,Critical
62.0,Male,Unemployed,54,6.4,4.7,Poor,7.9,31.0,1,Low,No,Low,29,82.0,Healthy
30.0,Male,Unemployed,38,11.8,7.8,Good,5.8,35.0,8,Moderate,No,Moderate,40,28.0,Needs Attention
37.0,Female,Employed,51,11.7,7.6,Good,7.2,43.0,4,Low,No,Low,38,92.0,Healthy
30.0,Other,Unemployed,66,8.3,,Good,0.4,11.0,2,High,Yes,High,83,28.0,Critical
50.0,Female,Self-Employed,69,6.6,7.4,Good,6.3,20.0,5,Moderate,No,High,73,40.0,Critical
31.0,Other,Unemployed,62,11.9,9.1,Excellent,2.5,30.0,5,High,Yes,High,73,2.0,Critical
59.0,Male,Employed,29,12.6,9.0,Excellent,1.5,55.0,3,Low,No,Low,9,82.0,Healthy
59.0,Other,Student,46,9.9,8.2,Good,9.4,13.0,6,Moderate,No,Moderate,59,40.0,Needs Attention
36.0,Female,Self-Employed,64,9.0,9.9,Excellent,2.5,9.0,5,Moderate,No,Moderate,59,50.0,Needs Attention
37.0,Male,Self-Employed,49,10.1,8.1,Good,,37.0,4,Moderate,No,Low,28,65.0,Healthy
19.0,Other,Student,62,7.3,6.6,Average,,11.0,4,Moderate,No,Moderate,48,36.0,Needs Attention
30.0,Other,Unemployed,34,9.1,9.6,Excellent,6.2,57.0,8,Low,No,Low,13,100.0,Healthy
39.0,Female,Self-Employed,42,3.2,7.9,Good,9.8,43.0,4,Low,No,Low,3,100.0,Healthy
46.0,Other,Self-Employed,59,2.1,8.1,Good,5.2,3.0,1,Low,No,Low,16,65.0,Healthy
25.0,Other,Self-Employed,36,6.1,6.8,Average,8.2,21.0,6,Low,No,Low,15,85.0,Healthy
60.0,Other,Employed,48,4.1,8.1,Good,6.0,25.0,8,Moderate,No,Moderate,64,47.0,Needs Attention
30.0,Male,Unemployed,36,13.5,9.0,Excellent,4.9,21.0,8,Moderate,No,Moderate,58,56.0,Needs Attention
36.0,Male,Employed,25,6.9,4.1,Poor,,29.0,7,Moderate,No,Moderate,41,64.0,Needs Attention
51.0,Female,Student,44,5.9,9.5,Excellent,4.6,40.0,0,Low,No,Low,21,70.0,Healthy
31.0,Female,Employed,67,12.9,6.0,Average,1.6,42.0,0,High,Yes,Moderate,61,13.0,Critical
50.0,Male,Student,26,8.6,4.6,Poor,9.2,42.0,1,Low,No,Low,14,99.0,Healthy
55.0,Other,Self-Employed,51,9.1,7.1,Good,1.0,56.0,7,Moderate,No,Moderate,52,27.0,Needs Attention
56.0,Male,Unemployed,67,,9.9,Excellent,9.5,11.0,5,High,Yes,High,84,25.0,Critical
42.0,Female,Employed,33,4.1,4.3,Poor,7.1,55.0,3,Low,No,Low,0,89.0,Healthy
44.0,Female,Student,56,5.3,6.7,Average,1.4,21.0,4,Moderate,No,Moderate,42,55.0,Needs Attention
21.0,Other,Employed,46,12.5,7.7,Good,3.7,34.0,3,Moderate,No,Moderate,41,56.0,Needs Attention
34.0,Other,Student,48,7.6,5.7,Average,6.4,20.0,1,Moderate,No,Moderate,40,57.0,Needs Attention
53.0,Female,Unemployed,20,12.1,7.5,Good,2.1,23.0,3,Low,No,Low,20,82.0,Healthy
52.0,Other,Employed,31,3.5,9.7,Excellent,3.0,14.0,1,Low,No,Low,0,96.0,Healthy
23.0,Other,Employed,20,9.3,5.5,Average,1.3,31.0,4,Moderate,No,Low,37,66.0,Healthy
26.0,Male,Employed,25,4.4,7.5,Good,7.2,35.0,7,Low,No,Low,20,90.0,Healthy
36.0,Female,Employed,50,4.6,5.7,Average,3.4,19.0,6,Moderate,No,Moderate,64,37.0,Needs Attention
52.0,Other,Student,55,6.8,7.6,Good,8.2,50.0,8,Moderate,No,Moderate,54,59.0,Needs Attention
26.0,Female,Employed,69,7.9,4.9,Poor,4.9,6.0,0,Moderate,No,Moderate,58,44.0,Needs Attention
37.0,Other,Employed,55,8.1,4.9,Poor,2.7,26.0,1,Moderate,No,Moderate,45,66.0,Needs Attention
61.0,Other,Self-Employed,50,4.3,6.8,Average,5.9,12.0,7,Moderate,No,High,77,30.0,Critical
61.0,Male,Student,40,13.1,9.4,Excellent,6.3,21.0,1,Low,No,Low,5,82.0,Healthy
49.0,Other,Student,56,5.6,6.3,Average,5.7,6.0,7,Moderate,No,Moderate,46,53.0,Needs Attention
32.0,Female,Self-Employed,38,,5.2,Average,7.0,39.0,2,Low,No,Low,23,72.0,Healthy
49.0,Male,Unemployed,37,,6.2,Average,7.4,7.0,0,Low,No,Low,19,80.0,Healthy
62.0,Male,Employed,69,10.7,8.8,Good,6.1,28.0,7,Moderate,No,High,66,34.0,Critical
26.0,Female,Self-Employed,66,8.5,6.4,Average,9.8,33.0,6,High,Yes,High,80,28.0,Critical
64.0,Other,Self-Employed,60,5.8,8.6,Good,5.2,54.0,5,Low,No,Low,13,78.0,Healthy
36.0,Other,Student,28,2.7,4.8,Poor,6.3,54.0,8,Low,No,Low,29,73.0,Healthy
25.0,Male,Unemployed,38,2.1,8.2,Good,5.7,11.0,6,Low,No,Moderate,41,64.0,Needs Attention
62.0,Female,Employed,22,5.7,5.3,Average,6.0,33.0,2,Low,No,Low,0,95.0,Healthy
40.0,Male,Employed,31,9.2,8.2,Good,9.5,7.0,6,Low,No,Moderate,40,62.0,Needs Attention
25.0,Other,Unemployed,66,9.2,6.2,Average,2.3,4.0,2,High,Yes,High,100,9.0,Critical
55.0,Other,Employed,33,13.3,8.7,Good,3.5,12.0,5,Moderate,No,Moderate,53,44.0,Needs Attention
42.0,Female,Unemployed,21,8.0,7.7,Good,7.3,1.0,8,Low,No,Moderate,40,71.0,Needs Attention
53.0,Female,Unemployed,38,6.2,7.7,Good,4.8,4.0,3,Low,No,Low,13,83.0,Healthy
24.0,Female,Student,25,5.1,7.9,Good,1.9,21.0,2,Low,No,Low,19,74.0,Healthy
21.0,Male,Unemployed,49,12.1,7.2,Good,1.7,2.0,1,Moderate,No,High,66,43.0,Critical
48.0,Male,Student,54,6.0,5.1,Average,5.8,16.0,2,Moderate,No,High,71,46.0,Critical
65.0,Female,Student,48,13.1,5.6,Average,,52.0,4,Moderate,No,Moderate,47,44.0,Needs Attention
25.0,Other,Employed,20,12.5,4.6,Poor,3.4,60.0,7,Low,No,Low,20,77.0,Healthy
49.0,Other,Employed,51,5.1,9.9,Excellent,3.0,56.0,7,Moderate,No,Moderate,48,57.0,Needs Attention
50.0,Female,Employed,70,11.8,8.6,Good,9.8,47.0,3,Moderate,No,High,77,30.0,Critical
36.0,Other,Unemployed,29,8.1,4.7,Poor,6.0,26.0,3,Low,No,Low,13,76.0,Healthy
36.0,Female,Self-Employed,58,9.0,7.3,Good,5.1,59.0,2,Low,No,Low,19,72.0,Healthy
62.0,Other,Employed,28,6.7,,Excellent,5.2,49.0,4,Low,No,Low,18,83.0,Healthy
50.0,Male,Employed,43,12.4,7.7,Good,5.2,8.0,6,Moderate,No,Moderate,41,29.0,Needs Attention
65.0,Female,Student,49,,4.7,Poor,4.9,32.0,1,Moderate,No,Moderate,40,44.0,Needs Attention
64.0,Male,Unemployed,44,2.8,4.7,Poor,2.5,36.0,8,Moderate,No,Moderate,42,57.0,Needs Attention
21.0,Other,Employed,66,11.4,7.1,Good,5.9,3.0,7,High,Yes,High,100,5.0,Critical
65.0,Female,Unemployed,50,13.6,8.8,Good,1.0,9.0,4,Moderate,No,Moderate,57,42.0,Needs Attention
52.0,Female,Employed,45,6.6,5.1,Average,6.8,8.0,4,Low,No,Moderate,43,76.0,Needs Attention
21.0,Female,Student,39,6.2,4.8,Poor,9.2,37.0,7,Low,No,Low,35,82.0,Healthy
52.0,Female,Self-Employed,66,4.6,8.7,Good,7.0,44.0,6,Moderate,No,Low,33,52.0,Healthy
58.0,Female,Unemployed,20,5.5,7.1,Good,5.0,32.0,6,Low,No,Low,0,87.0,Healthy
24.0,Other,Self-Employed,33,2.2,7.2,Good,3.4,24.0,5,Moderate,No,Low,38,65.0,Healthy
18.0,Male,Student,23,5.2,6.3,Average,4.8,11.0,7,Low,No,Low,0,,Healthy
59.0,Female,Self-Employed,44,13.0,5.6,Average,1.4,46.0,7,High,Yes,High,70,22.0,Critical
26.0,Male,Unemployed,44,10.3,9.0,Excellent,10.0,38.0,5,Moderate,No,Low,25,57.0,Healthy
24.0,Female,Employed,46,13.2,5.2,Average,1.0,38.0,5,High,Yes,High,98,22.0,Critical
45.0,Male,Self-Employed,23,2.6,4.5,Poor,7.1,20.0,4,Low,No,Low,6,70.0,Healthy
22.0,Other,Unemployed,38,7.1,4.3,Poor,2.2,17.0,6,Moderate,No,Moderate,48,59.0,Needs Attention
50.0,Other,Unemployed,66,10.2,4.4,Poor,3.2,23.0,2,High,Yes,High,82,16.0,Critical
43.0,Male,Employed,20,4.6,8.7,Good,6.3,38.0,0,Low,No,Low,1,93.0,Healthy
23.0,Male,Employed,43,8.1,10.0,Excellent,3.4,48.0,3,Low,No,Low,33,71.0,Healthy
51.0,Other,Student,54,10.2,6.8,Average,8.9,2.0,8,Moderate,No,High,70,22.0,Critical
38.0,Other,Employed,48,2.1,4.3,Poor,1.7,10.0,5,Moderate,No,Moderate,43,54.0,Needs Attention
55.0,Other,Employed,61,6.3,8.0,Good,5.4,4.0,3,Moderate,No,Moderate,58,56.0,Needs Attention
18.0,Other,Unemployed,22,6.9,6.9,Average,8.2,54.0,7,Low,No,Low,23,61.0,Healthy
40.0,Female,Employed,62,9.3,9.9,Excellent,7.0,2.0,4,Moderate,No,Moderate,45,40.0,Needs Attention
59.0,Other,Unemployed,59,6.0,9.0,Excellent,2.0,34.0,4,Moderate,No,Low,39,49.0,Healthy
27.0,Other,Unemployed,61,8.5,5.3,Average,6.7,13.0,3,Moderate,No,High,69,55.0,Critical
45.0,Female,Student,37,13.4,8.7,Good,8.1,21.0,8,Moderate,No,Moderate,48,47.0,Needs Attention
63.0,Female,Employed,20,10.4,8.6,Good,8.5,11.0,2,Low,No,Low,17,82.0,Healthy
37.0,Other,Unemployed,36,12.4,4.4,Poor,2.6,42.0,1,Moderate,No,Moderate,42,48.0,Needs Attention
23.0,Male,Student,26,5.1,5.8,Average,4.0,23.0,1,Low,No,Low,19,79.0,Healthy
38.0,Other,Self-Employed,42,4.0,8.3,Good,,59.0,7,Low,No,Low,0,95.0,Healthy
32.0,Male,Student,31,2.2,8.0,Good,4.1,25.0,8,Low,No,Low,8,82.0,Healthy
39.0,Other,Unemployed,22,11.5,7.1,Good,0.6,40.0,1,Low,No,Low,10,87.0,Healthy
28.0,Male,Unemployed,70,13.8,6.6,Average,9.0,49.0,5,Moderate,No,Moderate,56,32.0,Needs Attention
30.0,Female,Unemployed,22,6.4,5.2,Average,9.8,,4,Low,No,Low,13,80.0,Healthy
46.0,Male,Unemployed,61,11.1,4.4,Poor,6.9,25.0,0,Moderate,No,Moderate,62,16.0,Needs Attention
45.0,Male,Self-Employed,47,9.2,6.4,Average,2.0,0.0,1,Moderate,No,Moderate,48,63.0,Needs Attention
37.0,Other,Employed,45,11.5,7.6,Good,2.4,16.0,1,Low,No,Low,33,71.0,Healthy
47.0,Female,Student,39,5.5,9.0,Excellent,3.2,48.0,0,Low,No,Low,0,92.0,Healthy
57.0,Other,Unemployed,56,,7.6,Good,2.8,19.0,6,High,Yes,High,100,0.0,Critical
45.0,Female,Self-Employed,22,10.1,9.8,Excellent,3.7,22.0,3,Low,No,Low,19,86.0,Healthy
27.0,Female,Self-Employed,69,,6.2,Average,2.3,25.0,3,High,Yes,High,92,17.0,Critical
61.0,Female,Employed,59,11.6,8.0,Good,8.5,3.0,6,High,Yes,High,74,,Critical
58.0,Male,Unemployed,64,9.3,9.2,Excellent,1.5,14.0,0,Moderate,No,Low,39,61.0,Healthy
55.0,Male,Student,38,8.0,8.4,Good,2.6,13.0,0,Low,No,Low,37,86.0,Healthy
46.0,Other,Student,34,8.1,5.4,Average,8.8,35.0,1,Low,No,Low,35,68.0,Healthy
25.0,Female,Self-Employed,63,,4.1,Poor,3.3,35.0,4,Moderate,No,Moderate,41,63.0,Needs Attention
45.0,Male,Self-Employed,27,3.1,5.5,Average,4.2,24.0,5,Low,No,Low,12,100.0,Healthy
47.0,Other,Employed,23,12.4,8.4,Good,7.5,5.0,4,Moderate,No,Low,32,56.0,Healthy
63.0,Other,Self-Employed,21,7.6,5.1,Average,3.9,26.0,3,Low,No,Low,3,84.0,Healthy
,Other,Unemployed,54,2.2,4.7,Poor,2.0,46.0,1,Moderate,No,Low,31,60.0,Healthy
20.0,Other,Self-Employed,56,6.6,9.5,Excellent,0.1,5.0,5,Moderate,No,High,67,38.0,Critical
59.0,Female,Unemployed,42,3.3,5.0,Average,1.8,59.0,2,Moderate,No,Low,29,71.0,Healthy
54.0,Male,Unemployed,70,10.4,7.4,Good,2.6,6.0,8,High,Yes,High,92,10.0,Critical
59.0,Other,Student,53,12.9,5.0,Average,7.2,16.0,4,Moderate,No,Moderate,51,34.0,Needs Attention
64.0,Male,Employed,36,10.8,8.8,Good,5.3,28.0,5,Moderate,No,Low,30,63.0,Healthy
62.0,Other,Student,29,12.2,9.7,Excellent,5.2,5.0,7,Moderate,No,Moderate,53,61.0,Needs Attention
56.0,Female,Employed,29,3.1,9.3,Excellent,7.7,16.0,1,Low,No,Low,0,82.0,Healthy
55.0,Male,Unemployed,56,13.3,7.0,Good,5.8,41.0,4,Moderate,No,Moderate,64,32.0,Needs Attention
30.0,Other,Employed,54,3.9,9.1,Excellent,4.9,8.0,7,Low,No,Moderate,41,74.0,Needs Attention
20.0,Female,Employed,52,10.8,5.7,Average,5.5,36.0,7,Moderate,No,Moderate,43,47.0,Needs Attention
41.0,Female,Student,22,7.6,9.6,Excellent,7.0,47.0,2,Low,No,Low,12,100.0,Healthy
39.0,Female,Student,30,10.4,9.2,Excellent,3.2,13.0,1,Low,No,Low,12,80.0,Healthy
18.0,Male,Employed,32,4.8,4.6,Poor,0.6,54.0,1,Low,No,Low,7,92.0,Healthy
53.0,Other,Self-Employed,34,6.0,7.3,Good,6.4,23.0,0,Low,No,Low,0,95.0,Healthy
64.0,Female,Unemployed,44,10.9,5.3,Average,3.5,14.0,2,Moderate,No,Moderate,45,46.0,Needs Attention
34.0,Other,Self-Employed,67,8.0,6.4,Average,6.7,7.0,6,Moderate,No,Moderate,55,43.0,Needs Attention
34.0,Other,Student,62,6.4,4.8,Poor,9.5,45.0,4,Moderate,No,Moderate,54,50.0,Needs Attention
26.0,Other,Employed,30,5.2,8.6,Good,4.4,,4,Low,No,Low,0,95.0,Healthy
30.0,Male,Self-Employed,36,7.8,8.8,Good,1.6,32.0,3,Low,No,Low,15,86.0,Healthy
22.0,Female,Unemployed,56,2.2,8.3,Good,3.3,60.0,4,Low,No,Low,0,94.0,Healthy
44.0,Female,Employed,20,2.4,6.9,Average,2.7,24.0,7,Low,No,Low,36,81.0,Healthy
62.0,Male,Employed,41,3.3,5.2,Average,4.0,59.0,2,Low,No,Moderate,46,74.0,Needs Attention
64.0,Other,Student,24,6.2,9.7,Excellent,5.4,49.0,2,Low,No,Low,1,85.0,Healthy
58.0,Other,Student,54,10.7,6.2,Average,9.8,0.0,1,High,Yes,High,86,28.0,Critical
54.0,Other,Employed,28,10.7,7.2,Good,7.4,20.0,2,Low,No,Low,33,74.0,Healthy
41.0,Other,Employed,48,2.8,4.0,Poor,5.6,43.0,2,Moderate,No,Moderate,43,60.0,Needs Attention
39.0,Other,Unemployed,61,12.3,9.3,Excellent,8.5,9.0,7,Moderate,No,Moderate,50,38.0,Critical
43.0,Other,Self-Employed,30,2.3,8.5,Good,7.8,10.0,6,Low,No,Low,12,86.0,Healthy
36.0,Other,Employed,58,2.9,4.0,Poor,1.9,20.0,2,Moderate,No,High,65,35.0,Critical
18.0,Male,Self-Employed,27,7.9,7.0,Good,3.9,8.0,2,Low,No,Low,26,64.0,Healthy
51.0,Female,Employed,38,10.0,4.8,Poor,2.6,10.0,8,Moderate,No,Moderate,49,36.0,Needs Attention
22.0,Other,Employed,44,8.9,6.3,Average,2.6,49.0,5,Moderate,No,Low,31,62.0,Healthy
48.0,Female,Employed,52,3.0,6.4,Average,4.4,37.0,2,Moderate,No,Low,36,56.0,Healthy
19.0,Female,Unemployed,29,6.4,9.1,Excellent,1.1,4.0,2,Moderate,No,Moderate,46,58.0,Needs Attention
32.0,Other,Student,45,4.5,4.2,Poor,2.4,30.0,0,Moderate,No,Low,25,54.0,Healthy
49.0,Female,Self-Employed,50,13.1,4.7,Poor,1.6,20.0,5,Moderate,No,Moderate,61,27.0,Needs Attention
23.0,Female,Unemployed,37,6.1,4.5,Poor,2.5,44.0,0,Low,No,Low,20,91.0,Healthy
63.0,Male,Student,34,13.6,7.3,Good,5.8,13.0,4,Moderate,No,Low,39,49.0,Healthy
50.0,Other,Employed,31,8.0,4.1,Poor,2.4,6.0,5,Moderate,No,High,73,44.0,Critical
29.0,Male,Unemployed,48,7.0,6.6,Average,8.9,54.0,0,Low,No,Low,30,90.0,Healthy
21.0,Male,Self-Employed,64,12.1,4.3,Poor,4.4,58.0,0,Moderate,No,Moderate,54,43.0,Needs Attention
25.0,Female,Unemployed,41,7.5,5.3,Average,7.1,22.0,1,Moderate,No,Moderate,40,56.0,Needs Attention
53.0,Other,Self-Employed,54,7.6,9.4,Excellent,2.3,0.0,8,Moderate,No,High,67,32.0,Critical
28.0,Other,Employed,32,3.3,5.3,Average,9.9,40.0,2,Low,No,Low,13,97.0,Healthy
18.0,Female,Student,31,10.7,9.9,Excellent,,12.0,3,Moderate,No,Moderate,40,64.0,Needs Attention
48.0,Female,Unemployed,69,7.6,8.5,Good,1.0,5.0,5,High,Yes,High,83,12.0,Critical
50.0,Male,Student,59,7.1,6.7,Average,3.8,22.0,2,Moderate,No,Moderate,48,23.0,Needs Attention
57.0,Male,Student,21,3.6,7.3,Good,8.5,48.0,5,Low,No,Low,13,92.0,Healthy
20.0,Female,Self-Employed,68,11.8,8.3,Good,6.5,58.0,0,Moderate,No,Moderate,45,38.0,Needs Attention
37.0,Female,Unemployed,65,13.7,6.1,Average,2.1,30.0,4,High,Yes,Moderate,61,18.0,Needs Attention
23.0,Other,Employed,67,6.6,8.7,Good,1.7,21.0,6,High,Yes,High,91,0.0,Critical
26.0,Male,Self-Employed,54,10.7,8.1,Good,6.7,49.0,3,Moderate,No,Moderate,64,60.0,Needs Attention
25.0,Female,Self-Employed,67,14.0,6.2,Average,1.5,8.0,1,High,Yes,High,76,8.0,Critical
23.0,Female,Student,28,3.6,9.3,Excellent,8.3,34.0,4,Low,No,Low,3,94.0,Healthy
61.0,Other,Student,34,10.6,8.2,Good,6.3,56.0,1,Low,No,Low,0,94.0,Healthy
25.0,Other,Unemployed,47,5.5,7.3,Good,6.0,42.0,6,Low,No,Low,18,98.0,Healthy
61.0,Female,Self-Employed,31,12.2,5.3,Average,5.7,26.0,7,Moderate,No,Moderate,64,54.0,Needs Attention
50.0,Other,Self-Employed,23,5.9,9.2,Excellent,9.9,28.0,5,Low,No,Low,0,97.0,Healthy
64.0,Other,Self-Employed,25,13.4,6.6,Average,9.5,47.0,0,Low,No,Low,12,100.0,Healthy
30.0,Other,Employed,58,4.5,9.0,Excellent,4.6,55.0,3,Low,No,Low,17,83.0,Healthy
40.0,Male,Employed,30,12.4,8.3,Good,6.4,39.0,5,Low,No,Low,39,58.0,Healthy
19.0,Female,Student,24,2.8,4.2,Poor,5.5,47.0,4,Low,No,Low,0,100.0,Healthy
21.0,Male,Student,39,11.1,6.9,Average,8.4,49.0,0,Low,No,Low,2,91.0,Healthy
64.0,Female,Unemployed,40,9.2,5.7,Average,5.6,28.0,3,Moderate,No,Moderate,54,64.0,Needs Attention
18.0,Male,Student,30,4.5,6.9,Average,2.2,0.0,4,Low,No,Low,24,72.0,Healthy
41.0,Female,Student,53,9.5,4.7,Poor,9.8,18.0,6,Moderate,No,High,67,64.0,Critical
20.0,Female,Unemployed,58,2.4,9.2,Excellent,3.3,15.0,1,Low,No,Low,31,83.0,Healthy
43.0,Other,Student,46,7.6,8.6,Good,3.1,6.0,1,Moderate,No,Moderate,49,48.0,Needs Attention
64.0,Other,Unemployed,58,6.2,6.9,Average,2.7,,5,High,Yes,High,80,3.0,Critical
51.0,Male,Employed,46,8.4,9.0,Excellent,8.6,50.0,7,Low,No,Low,25,62.0,Healthy
32.0,Male,Unemployed,70,6.7,4.7,Poor,5.5,17.0,0,High,No,Moderate,53,31.0,Needs Attention
19.0,Female,Employed,64,10.1,5.8,Average,10.0,55.0,1,Moderate,No,High,73,44.0,Critical
57.0,Other,Self-Employed,68,4.8,5.4,Average,6.4,34.0,2,Moderate,No,Moderate,56,46.0,Needs Attention
56.0,Other,Student,68,4.4,6.1,Average,3.1,56.0,8,Moderate,No,Moderate,59,50.0,Needs Attention
53.0,Female,Unemployed,58,11.3,9.2,Excellent,7.9,40.0,4,Low,No,Low,30,63.0,Healthy
56.0,Female,Student,56,6.1,6.7,Average,9.6,6.0,8,High,Yes,High,85,39.0,Critical
63.0,Female,Employed,70,6.0,5.0,Average,0.3,58.0,6,High,Yes,High,90,23.0,Critical
29.0,Other,Employed,32,12.0,9.6,Excellent,9.3,38.0,5,Low,No,Low,16,82.0,Healthy
29.0,Male,Unemployed,57,10.9,6.9,Average,9.4,59.0,6,Moderate,No,Moderate,40,53.0,Needs Attention
37.0,Male,Self-Employed,41,10.9,6.3,Average,2.4,18.0,6,Moderate,No,Moderate,63,42.0,Needs Attention
46.0,Female,Unemployed,44,7.1,6.7,Average,5.3,31.0,6,Low,No,Moderate,43,62.0,Needs Attention
53.0,Female,Unemployed,55,2.4,7.1,Good,2.8,10.0,1,Moderate,No,Moderate,40,50.0,Needs Attention
40.0,Other,Self-Employed,21,8.3,6.0,Average,0.4,47.0,5,Low,No,Low,13,75.0,Healthy
57.0,Male,Student,56,11.3,4.6,Poor,9.3,47.0,6,Moderate,No,High,75,33.0,Critical
54.0,Female,Employed,49,2.6,4.6,Poor,1.1,24.0,1,Low,No,Low,36,79.0,Healthy
56.0,Male,Employed,34,3.3,4.7,Poor,6.6,27.0,5,Low,No,Low,15,80.0,Healthy
46.0,Male,Unemployed,65,10.3,5.4,Average,4.2,50.0,1,High,Yes,High,84,33.0,Critical
27.0,Female,Unemployed,41,4.1,8.9,Good,4.1,24.0,5,Moderate,No,Moderate,47,68.0,Needs Attention
18.0,Female,Employed,45,6.3,7.1,Good,3.5,1.0,0,Low,No,Low,16,66.0,Healthy
64.0,Other,Self-Employed,45,7.3,5.1,Average,4.1,15.0,0,Moderate,No,High,69,,Critical
43.0,Male,Student,49,,7.6,Good,0.6,3.0,6,Moderate,No,High,78,42.0,Critical
28.0,Other,Employed,20,3.5,4.9,Poor,8.5,60.0,0,Low,No,Low,15,100.0,Healthy
22.0,Female,Student,39,7.4,9.4,Excellent,5.7,1.0,3,Low,No,Low,0,83.0,Healthy
56.0,Male,Unemployed,47,6.0,4.4,Poor,2.8,25.0,4,Moderate,No,Moderate,40,48.0,Needs Attention
45.0,Other,Self-Employed,63,10.6,6.0,Average,6.8,44.0,7,Moderate,No,High,79,40.0,Critical
51.0,Other,Employed,59,5.4,6.9,Average,1.2,1.0,6,High,Yes,High,69,27.0,Critical
30.0,Male,Employed,38,13.2,6.9,Average,1.2,23.0,8,High,Yes,High,87,13.0,Critical
56.0,Male,Self-Employed,51,6.7,5.1,Average,0.5,55.0,2,Moderate,No,Moderate,46,49.0,Needs Attention
57.0,Female,Unemployed,29,5.0,5.2,Average,6.2,25.0,8,Low,No,Low,19,70.0,Healthy
53.0,Female,Student,63,5.0,9.3,Excellent,6.0,50.0,7,Moderate,No,High,67,50.0,Critical
43.0,Female,Unemployed,41,4.8,4.5,Poor,1.4,12.0,6,Moderate,No,Moderate,61,63.0,Needs Attention
43.0,Other,Unemployed,40,3.3,7.7,Good,9.0,15.0,2,Low,No,Low,7,69.0,Healthy
22.0,Female,Self-Employed,68,3.2,6.9,Average,2.7,28.0,2,Moderate,No,High,65,35.0,Critical
21.0,Other,Student,39,3.8,6.8,Average,4.3,58.0,1,Low,No,Low,15,85.0,Healthy
48.0,Female,Employed,41,9.6,8.5,Good,5.7,25.0,5,Low,No,Low,20,82.0,Healthy
47.0,Male,Student,37,9.8,5.5,Average,2.3,32.0,4,Moderate,No,Moderate,55,32.0,Needs Attention
61.0,Other,Student,33,3.0,5.7,Average,7.6,50.0,3,Low,No,Low,0,100.0,Healthy
32.0,Male,Student,30,4.9,6.5,Average,9.2,16.0,8,Low,No,Low,19,62.0,Healthy
56.0,Male,Student,24,6.1,4.4,Poor,0.9,58.0,8,Low,No,Low,4,70.0,Healthy
34.0,Other,Student,43,4.6,4.8,Poor,2.1,33.0,0,Low,No,Low,23,90.0,Healthy
42.0,Male,Employed,68,7.3,9.9,Excellent,6.4,14.0,7,Moderate,No,Moderate,51,20.0,Needs Attention
